text_clean,label
nul nul nul espace musculation beaucoup trop petit. trop monde après 16h surtout groupes enfants insupportable accueil passable selon personne. certains coachs prennent flics pathétique. établissement mets beaucoup plus accent ménage entretien matériel ça absolument aucun sens. bref heureusement bled grand chose ça enseigne comme celle là attire monde. côté comme beaucoup établissement juste parce trouve marsa.,0
"tout top, sauf sono salle rpm mauvaise espere ça changera bientot parcequ aime bien rpm",0
personnel non professionnel impoli,0
"petit, bien équipé, trop cher.",0
gestionnaire très grossier tout ça,0
"photos prises 27 juin 2025 2022, modifie avis, extrêmement déçu cg in cun, douches toujours cassées, eau laver mains, visage après entraînement, certaines machines cassées depuis mois toujours réparées, seule fonctionne devez attendre puis revenir découvrir quelqu autre utilise, toilettes propres certains nettoyeurs impolis confondu filles sales fait dégâts laissé _exclamation_ _exclamation_ plus, musique tellement forte oreilles presque explosé, demandé pouvaient baisser volume dit chaîne stéréo cassée musique devait rester jouée, autre chose gens utilisent machines gardent kilos allumés puis passent autre, après avoir déchargé utiliser kilos peux gérer, gars venu sorti pensant travaillais là, si dit venais littéralement décharger puisse utiliser, très impoli commencé utiliser comme si debout train parler _exclamation_ _exclamation_ tellement triste voir comment ça passé _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ _emoji_pas_ok_ plus jamais.",0
cause emplacement,0
"franchement conseille aller cette salle, eau chaude douches vraiment sale recommander, conseille aller vraiment sale, nettoie machines après gens pff machines, dirait ça date années 80",0
salle trop petite.cout trop élevé nombre qualité machines.toujours remplie.,0
one of the worst management and customer service.,0
"california gym décevant plusieurs raisons. salle petite bondée, rend entraînement inconfortable. plusieurs machines panne, semble avoir aucune maintenance régulière. mauvaise expérience nutritionniste, respecte rendez adopte attitude très désagréable clients.",0
matériels manquants trop cher mauvaise clientèle mauvaise gestion,0
"endroit tel état sidéré. fuite toit espace musculation, salle sport clairement moins propre entretenue autres salles sport californiennes, alors gens paient prix _exclamation_ vraiment inadmissible _exclamation_ peine place déplacer sent tout suite étroit. quelle déception _exclamation_",0
"répondez jamais téléphone _exclamation_ allé magasin pendant heures ouverture fermées _exclamation_ laissé message porte, personne rappelé. gestion vraiment déplorable service client catastrophique _exclamation_",0
"réponds jamais téléphone _exclamation_ entré magasin pendant heures ouverture fermées _exclamation_ laissé mot porte, personne rappelé. gestion vraiment déplorable, service client désastreux _exclamation_",0
vraiment trop bruyant entend tout voisinage autre côté rue chambre normale non équipée système insonorisation correct. bref quartier désespéré.,0
vraiment trop fort entend importe quel quartier autre côté rue pièce normale non équipée bon système insonorisation. bref quartier désespéré.,0
_emoji_not_ok_,0
"cette salle sport atmosphère très désagréable cause clients peu recommandables. toujours bondé, dehors heures pointe. machines mal agencées, certaines restent hors service pendant longues périodes. vestiaires femmes dégagent constamment odeurs nauséabondes, rend expérience encore plus pénible.",0
"atmosphère très désagréable cette salle sport cause clients peu recommandables. toujours occupé dehors heures pointe. machines mal agencées, certaines restent hors service pendant longues périodes. vestiaires femmes dégagent constamment odeur nauséabonde, rend expérience encore plus pénible.",0
"vacances marsa mari vit paris choisi gymnase californien faire sport. expérience très décevante. dès entrée, coach maigre, lunettes fixent très souvent remarques inutiles, embarrassantes. plus, disques placés supports très mal sécurisés. disque 20 kg tombé pied fracturé orteil. vieilles machines nécessitent toutes ajouter poids, rend dangereux entraînement peu pratique. déconseille fortement cette salle toute personne recherchant lieu formation sérieux, moderne sécurisé.",0
"mari marsa vacances vit paris choisi salle sport californienne faire sport. expérience très décevante. entrant, coach maigre lunettes fixes faisait souvent commentaires inutiles embarrassants. aussi, disques posés supports très mal sécurisés. disque 20 kg tombé pied fracturé orteil. toutes machines plus anciennes nécessitent ajouter propre poids, rend dangereux entraînement peu pratique. déconseillons fortement cette salle toute personne recherchant lieu formation sérieux, moderne sécuritaire.",0
document larguer quand ici,0
"machines techno gym, tellement vieilles, sales, souvent panne. machines variétés. douches propres. rapport prix, ça vaut vraiment coup.",0
"matériel fitness techno, tellement vieux, sale, souvent cassé. machines variétés. douches propres. rapport prix vaut vraiment peine.",0
"vraiment dommage formateurs présents cette salle ignorent autant plupart gens, sauf cours particuliers. lieu grand bien équipé, principalement marque technogym, communication laisse désirer. heure recommandée avant 17h. car monde plus tard. réception constat légèrement amélioré avant véritable cafouillage. équipements divers équipements spéciaux chaque groupe musculaire, haltères, machines cardio, machines poulies, etc. salles entraînement espace cardio musculation, espace rpm, salles cours dont salle crossfit, petit espace entraînement gratuit. entraîneurs excellents entraîneurs cours collectifs, salles cardio musculation merdiques clignent yeux quand quelqu fait mauvais exercice, risque blessure, peut utiliser matériel. dommage, car plupart nouveaux membres envisagent montrer comment utiliser machines présentes salle. cependant, coachs généralement disponibles, sauf séances coaching privées. stationnement centre commercial dispose parking, frais stationnement non inclus, abonnement salle sport.",0
"vraiment dommage coachs cette salle si mal ignorent plupart gens, sauf prennent cours particuliers. endroit grand bien équipé principalement marque technogym, communication laisse désirer. horaire recommandé: avant 17 h, car beaucoup monde plus tard. accueil: légèrement amélioré lien avant vrai bazar. équipements: multitude machines spécialisées chaque groupe musculaire, haltères, appareils cardio, machines câbles poids, etc. salles entraînement: espace cardio musculation, espace rpm, salles cours dont salle crossfit, petit espace entraînement libre. coachs: coachs cours collectifs excellents, ceux salle musculation cardio nuls sourcillent si quelqu fait mauvais exercice risque blesser arrive utiliser machine. dommage, cadre plupart nouveaux membres comptent faire visiter salle montrer comment utiliser machines. or, coachs généralement disponibles, sauf séances coaching privées. emplacement parking: central commercial dispose parking, frais stationnement inclus abonnement salle sport.",0
"pourra jamais bénéficier droit sauna. chaque fois nouvelle objection. 21 heures ferme 22 heures. ça prendra 30 minutes marcher, etc. bien laisse ouvert donc _exclamation_ devrait réserver sauna quelle _exclamation_ cette tête veut juste reposer après bonne séance tjiw etayroulou kifoi aabd _exclamation_",0
"pourra jamais bénéficier droit sauna. chaque fois nouvelle objection. 21h, fermeture 22h. faudra 30 minutes marche etc. bon, ça reste ouvert, donc _exclamation_ devrait réserver sauna, _exclamation_ fait pas, tête veut juste reposer après bonne séance, tjiw etayroulou kifoi aabd _exclamation_",0
"malheur enregistrez cette salle sport _exclamation_ _exclamation_ douche présence moisissure, abonnés énormes très peu fuites matériel climatisation tête hygiène douteuse ensemble. 220 dt trouve vraiment irrespectueux éviter absolument _exclamation_ _exclamation_ _exclamation_",0
"malheur enregistrez cette salle gym _exclamation_ _exclamation_ douche présence moisissures, abonnés énormes, très peu fuite clim, tête douteuse, hygiène ensemble. 220 dt trouve vraiment irrespectueux éviter tout prix _exclamation_ _exclamation_ _exclamation_",0
ascenseur toujours panne _exclamation_ piscine sale. sinon tout va bien.,0
"nombre machines très limité, insuffisant tous membres.",0
"bonjour administration direction etat insalubrité actuel état détérioré douches dégueulasse vestiaires hommes _question_ si non, très grave si oui, pire encore expert, petit entretien peut être si compliqué. 1. démonter cloisons bois heures ouvrier 2. bon nettoyage kärcher application produits désinfection nettoyant mir earth go heures max ouvrier 3. démonter douches remplacer neuves heures max ouvrier 4. installer nouvelle séparation. peut être bois cette fois éviter _question_ moisissure heures maximum travailleur total, uniquement vestiaire, cela coûtera 24 heures travailleur. embauche travailleurs coûtera 12 heures chacun, travailleurs coûteront heures chacun. concerne financement, pensez cette réputation, surtout vu prix bas vive sport surtout vive propreté hygiène _exclamation_ cordialement",0
"bonjour, bonsoir, administration, direction actuelle, état insalubre, état détérioré, dégueulasse, douches, vestiaires hommes, _question_, sinon, très sérieux, si oui, pire encore, expert, peu entretien peut être si compliqué. 1. démonter cloisons bois heures ouvrier 2. bon nettoyage kärcher appliquer mir earth go nettoyage produits désinfectants heures maximum ouvrier 3. démonter douches remplacer neuves heures maximum ouvrier 4. installer nouvelle séparation. peut être bois cette fois éviter _problème_ moisissure maximum heures travail total, vêtements uniquement, coûtera 24 heures travail. embauche travailleurs coûtera 12 heures chacun, travailleurs coûteront heures chacun. quant financement, pensez cette réputation, surtout compte tenu bas prix vive sport surtout vive propreté hygiène _exclamation_ cordialement",0
catastrophe accueil _exclamation_ _exclamation_ 3inha besh fibre 9al9a t7esha motivation kont de5el netrena batalt hhhhh,0
douche très chaude sachant 34 heures dehors malgré plusieurs demandes pendant près mois,0
douche très chaude sachant faisait 34 dehors malgré plusieurs demandes depuis presque deux mois,0
"salle gym vraiment trop chère réceptionniste prétentieuse femme yeux verts bombardée propose acheter cadenas chez nous, acheter serviette. penserait vendeuse. équipements si proches uns autres parfois, si quelqu utilise certaines machines, faut attendre finir utiliser machine côté dégâts uniquement coin salle sport.",0
"salle sport vraiment suffisance chère réceptionniste prétentieuse femme yeux verts bombardait offres acheter cadenas chez nous, acheter serviette. croirait vendeuse. équipements tellement proches uns autres parfois, si quelqu utilise certaines machines, faut attendre fini utiliser machine côté dommage seule chambre sport coin.",0
"trop bondé très cher propose. actif précisément, assez poids libres. probablement avantageux uniquement ceux souhaitent suivre séances entraînement groupe utiliser machines. manière générale, aménagement médiocre compte tenu agencement.",0
"40 degrés clim chambre compatible chambre aussi prestigieuse, ça répète kol youm",0
"40 degrés climatisé, salle compatible salle aussi prestigieuse, répète kol youm",0
autres pires termes sportifs musculation salle sport,0
"trop monde. venez jamais après midi soir. agit salle sport compétitive, recommandez côté ouverture celui ci. salle toujours pleine.",0
"beaucoup trop monde. venez jamais après midi soirée. si salle sport compétitive, recommande ouvrir aspect celle ci. toujours salle complète.",0
"tellement plein monde. faut attendre machine arrive. très mauvaise expérience tant entraîneur. voyez meilleur platine où obtenez vrai traitement, vrai respect.",0
donc bondé. devez attendre machine. très mauvaise expérience entraîneurs. vois meilleur celui platine où obtenez réel respect réalité traitement.,0
"remettrai plus jamais pieds là dedans. faire voler vêtement casier fermé clé et, cerise gâteau, devoir affronter gérant impoli inconsidéré recommande absolument allure.",0
"remettrai plus jamais pieds là dedans. faire voler vêtements casier fermé clé et, cerise pâté, devoir affronter gérant impoli inconsidéré recommande absolument pas.",0
"très mauvais service, vaut peine être payé",0
"très mauvais service, cela vaut peine être payé",0
"personnel adorable, formateurs compétents, cours qualité. très mauvaise gestion, prix exorbitants espace très limité. club bondé, prix mal entretenus. peut reprocher certains clients nettoyer après utilisation, vestiaires souvent désordre rarement nettoyés. autres centres loisirs certainement mieux, celui ci perd encore plus clients.",0
"personnel sympa, formateurs compétents, cours qualité. très mauvaise gestion, trop cher, espace très limité. club bondé, prix mal maintenus. peux reprocher certains clients nettoyer après utilisation, vestiaires souvent désordre rarement nettoyés. autres centres loisirs certes meilleurs, celui ci perd plus clients.",0
"salle trop petite, prix trop élevés séance 20dt _exclamation_, personnel désagréable grossier. déconseille fortement mettre pieds.",0
"chambre trop petite, prix trop élevés séance 20dt _exclamation_, personnel désagréable grossier. déconseille fortement mettre pieds.",0
pire expérience. personnelles accueille partagent fausses informations juste main œuvre payent abonnement première objectif. pauvre personnelles,0
pire expérimentation. personnelles accueille partagent fausses informations juste gens payent abonnement première objectif. pauvre personnelles,0
ouvrier impoli,0
"trop cher, ça vaut coup.",0
atroce. capitalisme tout puissant _exclamation_ _exclamation_,0
hideux. capitalisme tout puissant _exclamation_ _exclamation_,0
"veuillez réparer escalier roulant cassé depuis plus mois, trouver solution fuite eau partout système climatisation _exclamation_",0
"peu occupé. gérant agréable. difficile assez sauvage, être aise si petite salle sport... réflexion faite, donné mauvais planning lors inscriptions sans évoquer coupures pendant ramadan cet horaire incompatible. tout sale, utilisateurs nettoient leurs machines année _exclamation_, yoga donne beat hip hop, danse. bref, moi. cadre connaissances parlé, dernier sauvegardé conversation. service client, déjà entendu parler _question_",0
"peu occupé. gérant agréable. difficile, peu sauvage, sentir aise quand salle sport petite... réfléchir, compte tenu mauvais planning lors inscriptions, sans évoquer coupures pendant ramadan incompatibles cet horaire incompatible. tout sale, utilisateurs nettoient leurs machines année _exclamation_, yoga donne beat hip hop, danse. bref, moi. cadre connaissances linguistiques, dernier sauvegardé conversation. service client, entendu parler _question_",0
"california gym marsa, salle sport insalubre _exclamation_ douches eau chaude femmes, odeur nauséabonde égouts, moisissure partout, matériel vétuste, 11 casiers 24 cassés non fonctionnels, fils électriques sortent partout danger vie usagers, chay y7achem yradded _exclamation_ _exclamation_ الحيوط يتزلبطو تقول في حمام قديم",0
"california gym marsa, gymnase insalubre _exclamation_ douches eau chaude femmes, odeur nauséabonde égouts, moisissure partout, matériel vétuste, 11 casiers, 24 cassés, inutilisables, fils électriques dépassent partout, danger vie usagers, chay y7achem yradded _exclamation_ _exclamation_ الحيوط يتزلبطو تقول moment",0
"service client défavorable 21 septembre 2021, lac1, tunisie, tunisie séjournant temporairement région lac1 tunisie, pays plus chics, quartier commerçant quelconque. décide aller gymnase coin entraînement gymnase californien. pass journalier coûte 30 dinars. problème, payez. or, bouteille eau oubliée boit eau robinet tunisien. informe possibilité acheter eau bouteille, oui, distributeur. faut bouteille dinars, billet 20 dinars. réceptionniste demande monnaie. no. engage alors informer gestionnaire plus brefs délais. demandez laisser 20 dinars apporter changement bouteille début cours. cours commence. fait vraiment chaud. cours intense. climatisation chambre, encore moins démarrage. attendez patiemment bouteille eau. quelques minutes plus tard, homme rend 20 dinars. monnaie. bouteille eau. continuez entraîner, déterminé endurer. quelques minutes plus tard, monsieur apporte bonne grosse bouteille eau fraîche professeur sport. rentre cette photo _question_ _question_ tant client _question_ tant manager _question_",0
"service client défavorable 21 septembre 2021, lac1, tunis, tunisie séjourne temporairement région lac1 tunisie, plus chics pays, quartier affaires quelque sorte. décide aller entraîner salle sport coin, california gym. pass journée coûte 30 dinars. question, paie. cependant, oublié bouteille eau boit eau robinet tunisie. renseigne possibilité acheter bouteille étendue eau, oui, distributeur. faut pièce dinar bouteille, billet 20 dinars. question espèce réceptionniste. pas. promet ensuite renseigner auprès gérant dès disponible. demande laisser 20 dinars rapporter monnaie bouteille début cours. commence cours. fait très chaud. cours intense. climatisation salle, moins début. attends patiemment bouteille eau. quelques minutes plus tard, monsieur rend 20 dinars. monnaie. bouteille eau. continue entraînement, bien décidé tenir coup. quelques minutes plus tard, monsieur apporte belle grande bouteille eau fraîche professeur sport. va cette photo _question_ feriez _question_ tant client _question_ tant manager _question_",0
"belles machines technogym belle vue coachs très professionnels, ignorer membres coaching privé toute attention filles, seulement elles sourient très mauvais service restauration",0
"bel équipement technogym, belle vue, entraîneurs très professionnels, ignorant membres, coaching privé, toute attention, filles, seules elles sourient, service restauration très médiocre",0
"professionnel tout, zéro accueil formation suivi, pseudo coachs flirtent filles occupent abonnés formation zéro zéro",0
"pire gymnase tous temps, équipe gym passant matériel bien sûr, pire timing 10",0
"généralement bondé enfants. équipement limité odeur désagréable. qualité proposée trop chère. bien nommé, tout.",0
"généralement bondé enfants. installations limitées, odeur désagréable. qualité proposée trop chère. bien nommé, tout.",0
"california gym décevant plusieurs raisons. petite salle constamment bondée, rend entraînement inconfortable. nombreuses machines panne semblent avoir entretien régulier. également mauvaise expérience nutritionniste, respecte rendez adopte attitude très désagréable envers clients. seul point positif honnêteté plusieurs fois, choses oubliées placées, toujours rendues.",0
"gymnase californien décevant plusieurs raisons. petite salle constamment pleine, rend entraînement inconfortable. nombreuses machines panne semblent bénéficier entretien régulier. mauvaise expérience également nutritionniste, respecte rendez vous, adopte attitude très désagréable envers clients. seul point positif honnêteté plusieurs fois, objets oubliés placés, toujours rendus.",0
pure arnaque... enregistré relax remise forme. abonnement mois 480 dinars. allé deux fois. pourquoi _question_ tout simplement 18h30 doit avoir entre 10 15 minutes attente entre machines... parlons détente. déconseille fortement.,0
"pure arnaque... enregistré détendez vous, mettez forme. abonnement mois 480 dinars. allé deux fois. pourquoi tout remettre question seulement 18h30 doit avoir entre 10 15 minutes attente entre machines... parle détente. déconseillons fortement.",0
